view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.00645354,0.0120484,"[[ 9.99999855e-01 -4.45521926e-04  3.03404051e-04]
 [ 4.45562009e-04  9.99999892e-01 -1.32057853e-04]
 [-3.03345184e-04  1.32193019e-04  9.99999945e-01]]","[[ 9.99999549e-01  4.71120442e-05  9.48591204e-04]
 [-4.71714654e-05  9.99999997e-01  6.26192991e-05]
 [-9.48588251e-04 -6.26640173e-05  9.99999548e-01]]",[ 0.0002401  -0.00048768  0.00023394],[-8.30689333e-05 -1.15484894e-02  8.98558917e-04],0.9929721920311657
1 2,0.01449325,0.0245811,"[[ 9.99999397e-01  9.23088267e-04  5.94337629e-04]
 [-9.22987529e-04  9.99999560e-01 -1.69748594e-04]
 [-5.94494060e-04  1.69199926e-04  9.99999809e-01]]","[[ 9.99997782e-01  2.07065490e-03  3.84346164e-04]
 [-2.07071630e-03  9.99997843e-01  1.59417993e-04]
 [-3.84015236e-04 -1.60213511e-04  9.99999913e-01]]",[0.00079493 0.00066617 0.00023562],[ 0.00179862 -0.01067282  0.0009454 ],0.9904089920353474
2 3,0.01221775,0.021124,"[[ 9.99997852e-01 -2.07213682e-03 -5.14397509e-05]
 [ 2.07214040e-03  9.99997851e-01  6.97599030e-05]
 [ 5.12950883e-05 -6.98663436e-05  9.99999996e-01]]","[[ 9.99998133e-01 -1.58516360e-03  1.10489750e-03]
 [ 1.58459992e-03  9.99998614e-01  5.10854547e-04]
 [-1.10570575e-03 -5.09102773e-04  9.99999259e-01]]",[ 9.35493987e-05 -1.54590227e-03  5.42580168e-04],[ 0.00021602 -0.01187119  0.00137228],0.9732398344845963
3 4,0.0164077,0.0284122,"[[ 9.99999943e-01 -2.99574610e-04 -1.53950250e-04]
 [ 2.99515265e-04  9.99999881e-01 -3.85363193e-04]
 [ 1.54065676e-04  3.85317061e-04  9.99999914e-01]]","[[ 9.99998263e-01  1.35375057e-04 -1.85894322e-03]
 [-1.39064650e-04  9.99998021e-01 -1.98479432e-03]
 [ 1.85867085e-03  1.98504939e-03  9.99996302e-01]]",[-0.00029972 -0.00059529  0.00011731],[-0.00076171 -0.0131363  -0.00062244],0.9822785746978641
4 5,0.013626599999999999,0.0227534,"[[ 9.99997356e-01  2.12781170e-03  8.71741812e-04]
 [-2.12733927e-03  9.99997590e-01 -5.42504881e-04]
 [-8.72894060e-04  5.40648956e-04  9.99999473e-01]]","[[ 9.99995096e-01  2.89034315e-03  1.20606973e-03]
 [-2.88968950e-03  9.99995677e-01 -5.43362153e-04]
 [-1.20763502e-03  5.39874321e-04  9.99999125e-01]]",[0.00106573 0.00130331 0.00027083],[ 0.00158567 -0.01045018  0.00094194],1.0269945400606997
5 6,0.01228785,0.0198761,"[[ 9.99999919e-01 -2.44750231e-04  3.18066566e-04]
 [ 2.44612458e-04  9.99999876e-01  4.33124434e-04]
 [-3.18172534e-04 -4.33046596e-04  9.99999856e-01]]","[[ 9.99999872e-01  3.59868161e-04 -3.56553002e-04]
 [-3.59992205e-04  9.99999875e-01 -3.47894418e-04]
 [ 3.56427762e-04  3.48022730e-04  9.99999876e-01]]",[0.00032289 0.00030502 0.0002201 ],[-0.00073088 -0.01157567  0.00020147],0.9901330279352195
6 7,0.0113158,0.0171454,"[[ 9.99999948e-01  1.32809810e-04  2.93267600e-04]
 [-1.32714429e-04  9.99999938e-01 -3.25229300e-04]
 [-2.93310776e-04  3.25190362e-04  9.99999904e-01]]","[[ 9.99998509e-01  1.44001084e-03  9.52719655e-04]
 [-1.44104274e-03  9.99998375e-01  1.08331511e-03]
 [-9.51158122e-04 -1.08468641e-03  9.99998959e-01]]",[ 0.00016777 -0.00021954  0.00035425],[ 0.00130247 -0.01046358  0.00179876],0.9910513771679313
7 8,0.006968445,0.0125047,"[[ 9.99999640e-01 -4.49780148e-04  7.19446781e-04]
 [ 4.49971476e-04  9.99999863e-01 -2.65798673e-04]
 [-7.19327132e-04  2.66122307e-04  9.99999706e-01]]","[[ 9.99999262e-01  6.92278855e-04  9.98720904e-04]
 [-6.92671850e-04  9.99999683e-01  3.93206268e-04]
 [-9.98448379e-04 -3.93897764e-04  9.99999424e-01]]",[ 0.00046216 -0.00061505  0.0006869 ],[ 0.00067513 -0.010931    0.00154517],0.9718626340970957
8 9,0.012543200000000001,0.0196197,"[[ 9.99999534e-01 -9.44725425e-04  2.00732570e-04]
 [ 9.44763222e-04  9.99999536e-01 -1.88283362e-04]
 [-2.00554601e-04  1.88472919e-04  9.99999962e-01]]","[[ 9.99999139e-01  9.58593416e-06  1.31255507e-03]
 [-1.06915734e-05  9.99999645e-01  8.42352008e-04]
 [-1.31254653e-03 -8.42365316e-04  9.99998784e-01]]",[ 2.03510679e-05 -9.92107320e-04  4.09741183e-04],[ 0.00084602 -0.01132803  0.00178225],0.9795152738403897
