view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.006398955,0.0120069,"[[ 9.99999869e-01 -3.92518408e-04  3.27777386e-04]
 [ 3.92572862e-04  9.99999909e-01 -1.66081828e-04]
 [-3.27712166e-04  1.66210483e-04  9.99999932e-01]]","[[ 9.99999504e-01  1.22155403e-04  9.88342814e-04]
 [-1.22211772e-04  9.99999991e-01  5.69732888e-05]
 [-9.88335846e-04 -5.70940477e-05  9.99999510e-01]]",[ 0.00023948 -0.00051338  0.00029464],[-9.44009802e-05 -1.09972383e-02  1.07926516e-03],0.9900542867366136
1 2,0.01444635,0.0245962,"[[ 9.99999235e-01  1.08676357e-03  5.90697278e-04]
 [-1.08662138e-03  9.99999381e-01 -2.40993046e-04]
 [-5.90958815e-04  2.40350998e-04  9.99999796e-01]]","[[ 9.99997337e-01  2.27452510e-03  3.90874976e-04]
 [-2.27457705e-03  9.99997404e-01  1.32523913e-04]
 [-3.90572533e-04 -1.33412635e-04  9.99999915e-01]]",[0.00075822 0.00086833 0.0002149 ],[ 0.00161673 -0.00994409  0.00093264],0.9894569604300383
2 3,0.0122994,0.0210932,"[[ 9.99997962e-01 -2.01835904e-03  4.73179183e-05]
 [ 2.01835674e-03  9.99997962e-01  4.86636232e-05]
 [-4.74160425e-05 -4.85680196e-05  9.99999998e-01]]","[[ 9.99998158e-01 -1.48466402e-03  1.21612965e-03]
 [ 1.48399576e-03  9.99998748e-01  5.50213461e-04]
 [-1.21694501e-03 -5.48407716e-04  9.99999109e-01]]",[ 8.01991448e-05 -1.73322276e-03  6.23143474e-04],[ 0.00017734 -0.01142936  0.00166168],0.9621816465575942
3 4,0.0166394,0.0284038,"[[ 9.99999907e-01 -4.01666066e-04 -1.54141724e-04]
 [ 4.01605581e-04  9.99999842e-01 -3.92227115e-04]
 [ 1.54299244e-04  3.92165174e-04  9.99999911e-01]]","[[ 9.99998210e-01 -9.67429565e-05 -1.88958288e-03]
 [ 9.29167099e-05  9.99997946e-01 -2.02489883e-03]
 [ 1.88977489e-03  2.02471963e-03  9.99996165e-01]]",[-0.00037594 -0.00072669  0.00014228],[-0.00088779 -0.01267218 -0.0009258 ],0.9760677732984103
4 5,0.0136487,0.0227705,"[[ 9.99996418e-01  2.53613780e-03  8.55401863e-04]
 [-2.53556089e-03  9.99996558e-01 -6.74844739e-04]
 [-8.57110418e-04  6.72673398e-04  9.99999406e-01]]","[[ 9.99993895e-01  3.29144655e-03  1.17281854e-03]
 [-3.29063298e-03  9.99994344e-01 -6.94942634e-04]
 [-1.17509927e-03  6.91079077e-04  9.99999071e-01]]",[1.08565611e-03 1.79516896e-03 5.03309460e-05],[ 0.00150815 -0.00951643  0.00076557],1.0346106112295874
5 6,0.01234435,0.019834,"[[ 9.99999950e-01 -6.26681116e-05  3.09380675e-04]
 [ 6.25448459e-05  9.99999919e-01  3.98420743e-04]
 [-3.09405618e-04 -3.98401373e-04  9.99999873e-01]]","[[ 9.99999817e-01  4.77557927e-04 -3.71822750e-04]
 [-4.77716705e-04  9.99999795e-01 -4.27055867e-04]
 [ 3.71618730e-04  4.27233415e-04  9.99999840e-01]]",[0.00032315 0.00040603 0.00021163],[-7.43691635e-04 -1.09712448e-02  6.09143587e-05],0.9922059662112583
6 7,0.0113454,0.0171787,"[[ 9.99999935e-01  1.64830774e-04  3.21889355e-04]
 [-1.64722988e-04  9.99999930e-01 -3.34853572e-04]
 [-3.21944527e-04  3.34800528e-04  9.99999892e-01]]","[[ 9.99998322e-01  1.58767812e-03  9.14367052e-04]
 [-1.58872885e-03  9.99998077e-01  1.14955833e-03]
 [-9.12540166e-04 -1.15100908e-03  9.99998921e-01]]",[ 0.00014642 -0.00019946  0.00040583],[ 0.00103463 -0.00990156  0.00203097],0.9855039168673279
7 8,0.006949459999999999,0.0124982,"[[ 9.99999638e-01 -3.58777711e-04  7.71061342e-04]
 [ 3.58995275e-04  9.99999896e-01 -2.82042842e-04]
 [-7.70960071e-04  2.82319547e-04  9.99999663e-01]]","[[ 9.99999113e-01  8.37436015e-04  1.03541834e-03]
 [-8.37862021e-04  9.99999565e-01  4.11068528e-04]
 [-1.03507365e-03 -4.11935701e-04  9.99999379e-01]]",[ 0.00043123 -0.00062576  0.00081953],[ 0.00051755 -0.01033997  0.00174416],0.962213389166694
8 9,0.012591950000000001,0.0193997,"[[ 9.99999142e-01 -1.28460719e-03  2.57662699e-04]
 [ 1.28465083e-03  9.99999161e-01 -1.69261954e-04]
 [-2.57445047e-04  1.69592816e-04  9.99999952e-01]]","[[ 9.99998956e-01 -1.93035741e-04  1.43194174e-03]
 [ 1.91386112e-04  9.99999318e-01  1.15206975e-03]
 [-1.43216316e-03 -1.15179450e-03  9.99998311e-01]]",[-6.11845795e-05 -1.42686206e-03  6.93233345e-04],[ 0.00066507 -0.01087362  0.00242021],0.9608825457390099
