view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.006438205000000001,0.0113555,"[[ 9.99998956e-01 -8.05257680e-04  1.19996407e-03]
 [ 8.06053719e-04  9.99999455e-01 -6.63050115e-04]
 [-1.19942949e-03  6.64016658e-04  9.99999060e-01]]","[[ 9.99999878e-01  1.69837439e-04  4.63920820e-04]
 [-1.69951277e-04  9.99999955e-01  2.45353348e-04]
 [-4.63879129e-04 -2.45432162e-04  9.99999862e-01]]",[ 0.00041317 -0.00160671  0.00155634],[ 0.00092565 -0.01065459  0.00172718],0.9091459102230338
1 2,0.009924205,0.0168018,"[[ 9.99998807e-01  1.03225619e-03  1.14934778e-03]
 [-1.03181840e-03  9.99999395e-01 -3.81435939e-04]
 [-1.14974082e-03  3.80249566e-04  9.99999267e-01]]","[[ 9.99999448e-01  1.05039433e-03  2.64752594e-05]
 [-1.05033234e-03  9.99996936e-01 -2.24166762e-03]
 [-2.88298133e-05  2.24163858e-03  9.99997487e-01]]",[0.00105055 0.00057733 0.00065411],[ 0.00174332 -0.01156211  0.00010041],0.9898613273868601
2 3,0.00736922,0.0139177,"[[ 9.99998699e-01  1.61254171e-03  3.63154560e-05]
 [-1.61254487e-03  9.99998696e-01  8.72447429e-05]
 [-3.61747229e-05 -8.73031897e-05  9.99999996e-01]]","[[ 9.99997869e-01  1.92551142e-03 -7.44580622e-04]
 [-1.92558124e-03  9.99998142e-01 -9.30568336e-05]
 [ 7.44400056e-04  9.44903858e-05  9.99999718e-01]]",[ 0.0004252   0.00172775 -0.00064256],[ 0.00063693 -0.00890762 -0.00078613],1.003831639267534
3 4,0.011326349999999999,0.0179705,"[[ 9.99999620e-01 -1.66216376e-04  8.56348231e-04]
 [ 1.66604817e-04  9.99999883e-01 -4.53550929e-04]
 [-8.56272743e-04  4.53693428e-04  9.99999530e-01]]","[[ 9.99999339e-01  1.00702312e-03 -5.55608873e-04]
 [-1.00689605e-03  9.99999467e-01  2.28933413e-04]
 [ 5.55839118e-04 -2.28373822e-04  9.99999819e-01]]",[ 0.00039402 -0.00077251  0.00102999],[ 0.00129446 -0.01004001  0.00075015],0.9292709445652708
4 5,0.00956875,0.0160871,"[[ 9.99994456e-01  3.21304647e-03  8.74725031e-04]
 [-3.21294616e-03  9.99994832e-01 -1.16054637e-04]
 [-8.75093399e-04  1.13243549e-04  9.99999611e-01]]","[[ 9.99994726e-01  3.24485035e-03  1.37782598e-04]
 [-3.24476471e-03  9.99994545e-01 -6.17309843e-04]
 [-1.39784925e-04  6.16859515e-04  9.99999800e-01]]",[ 0.00084446  0.00302067 -0.0005192 ],[ 0.00092174 -0.00824925 -0.00088972],1.048467161928777
5 6,0.007567249999999999,0.0132951,"[[ 9.99999028e-01 -3.89522078e-04  1.33882741e-03]
 [ 3.90354094e-04  9.99999731e-01 -6.21245772e-04]
 [-1.33858507e-03  6.21767784e-04  9.99998911e-01]]","[[ 9.99999926e-01  1.73382796e-04  3.43499280e-04]
 [-1.73086384e-04  9.99999613e-01 -8.62762899e-04]
 [-3.43648735e-04  8.62703380e-04  9.99999569e-01]]",[ 0.00084157 -0.00101278  0.00118451],[ 0.00095418 -0.0105917   0.00099596],0.9271530149459635
6 7,0.00931848,0.0162449,"[[ 9.99998937e-01  1.43088389e-03  2.81412282e-04]
 [-1.43097268e-03  9.99998926e-01  3.15537008e-04]
 [-2.80960483e-04 -3.15939366e-04  9.99999911e-01]]","[[ 9.99998989e-01  1.35104969e-03 -4.43360222e-04]
 [-1.35119989e-03  9.99999030e-01 -3.38666530e-04]
 [ 4.42902236e-04  3.39265255e-04  9.99999844e-01]]",[ 0.00054037  0.00183642 -0.00039029],[ 0.00063563 -0.0094729  -0.00083164],1.0339141554615228
7 8,0.00956324,0.014681,"[[ 9.99999907e-01 -3.44472780e-04  2.57842543e-04]
 [ 3.44577174e-04  9.99999859e-01 -4.04940641e-04]
 [-2.57703015e-04  4.05029450e-04  9.99999885e-01]]","[[ 9.99999765e-01  3.39145049e-04 -5.95423278e-04]
 [-3.39993953e-04  9.99998925e-01 -1.42619375e-03]
 [ 5.94938952e-04  1.42639586e-03  9.99998806e-01]]",[-4.97679815e-05 -8.35385056e-04  4.95611257e-04],[ 0.00146022 -0.01180998  0.00049177],0.9709893186003631
8 9,0.00997216,0.0174104,"[[ 9.99999034e-01  1.25697438e-03  5.92850797e-04]
 [-1.25683789e-03  9.99999184e-01 -2.30548830e-04]
 [-5.93140107e-04  2.29803490e-04  9.99999798e-01]]","[[ 9.99998612e-01  1.66244489e-03 -1.06411409e-04]
 [-1.66248713e-03  9.99998539e-01 -3.98121044e-04]
 [ 1.05749399e-04  3.98297399e-04  9.99999915e-01]]",[0.000609   0.00095158 0.0003346 ],[ 0.00142926 -0.00978521  0.00025161],0.9911582883182334
