view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.0110741,0.0205821,"[[ 9.99999924e-01 -3.10527612e-04  2.35620680e-04]
 [ 3.10563465e-04  9.99999940e-01 -1.52146768e-04]
 [-2.35573420e-04  1.52219931e-04  9.99999961e-01]]","[[ 9.99998932e-01  3.93099246e-04 -1.40729515e-03]
 [-3.94448049e-04  9.99999463e-01 -9.58287223e-04]
 [ 1.40691769e-03  9.58841305e-04  9.99998551e-01]]",[ 9.68563002e-05 -3.69420180e-04  3.00648306e-04],[-5.49825588e-05 -1.22151179e-02  3.64631584e-04],0.981338789584925
1 2,0.011773349999999998,0.0187157,"[[ 9.99998031e-01  1.92081052e-03  4.99396613e-04]
 [-1.92086105e-03  9.99998150e-01  1.00736626e-04]
 [-4.99202193e-04 -1.01695699e-04  9.99999870e-01]]","[[ 9.99996790e-01  2.53318666e-03 -5.32469602e-05]
 [-2.53320103e-03  9.99996755e-01 -2.71515272e-04]
 [ 5.25589885e-05  2.71649285e-04  9.99999962e-01]]",[ 0.00084179  0.00160413 -0.0002458 ],[ 0.00156078 -0.00997773  0.00029069],1.0238524025723161
2 3,0.006816495,0.0113301,"[[ 9.99998650e-01  1.42673495e-03  8.14792748e-04]
 [-1.42631888e-03  9.99998852e-01 -5.11000324e-04]
 [-8.15520875e-04  5.09837480e-04  9.99999537e-01]]","[[ 9.99998519e-01  1.70028149e-03  2.65702608e-04]
 [-1.69996651e-03  9.99997857e-01 -1.18123077e-03]
 [-2.67710463e-04  1.18077734e-03  9.99999267e-01]]",[0.00069413 0.00053631 0.0004388 ],[ 0.00107492 -0.00743996  0.00065547],1.0051903127331052
3 4,0.0109084,0.0176446,"[[ 9.99999582e-01  8.67955730e-04  2.88941936e-04]
 [-8.68024143e-04  9.99999595e-01  2.36729997e-04]
 [-2.88736348e-04 -2.36980706e-04  9.99999930e-01]]","[[ 9.99998712e-01  1.58344165e-03  2.63749504e-04]
 [-1.58327041e-03  9.99998537e-01 -6.48201220e-04]
 [-2.64775507e-04  6.47782798e-04  9.99999755e-01]]",[ 5.11519417e-04  9.03894175e-04 -4.17209031e-05],[ 0.00288991 -0.01134098  0.00133484],1.0195178203622233
4 5,0.01066065,0.018896,"[[ 9.99997313e-01  2.31040632e-03  1.87766018e-04]
 [-2.31049216e-03  9.99997226e-01  4.58246111e-04]
 [-1.86706762e-04 -4.58678712e-04  9.99999877e-01]]","[[ 0.99999469  0.00293077 -0.00142438]
 [-0.00293247  0.99999499 -0.0011907 ]
 [ 0.00142088  0.00119488  0.99999828]]",[ 0.00075668  0.00224384 -0.00090665],[ 0.00073843 -0.01103275 -0.00071893],1.0538025956934647
5 6,0.01382135,0.0187538,"[[ 9.99985963e-01 -5.26093137e-03 -6.29279717e-04]
 [ 5.26107720e-03  9.99986134e-01  2.30300850e-04]
 [ 6.28059394e-04 -2.33608307e-04  9.99999775e-01]]","[[ 0.99998534 -0.00491775  0.00226494]
 [ 0.00491107  0.99998361  0.00294444]
 [-0.00227938 -0.00293327  0.9999931 ]]",[-0.00048768 -0.00386544  0.00107575],[ 0.00223625 -0.01191568  0.00423803],0.934538394811043
6 7,0.0113504,0.0185141,"[[ 9.99999667e-01  7.70752499e-04  2.67968085e-04]
 [-7.70811170e-04  9.99999679e-01  2.18912712e-04]
 [-2.67799272e-04 -2.19119192e-04  9.99999940e-01]]","[[ 9.99999229e-01  1.23030155e-03  1.65545644e-04]
 [-1.23007683e-03  9.99998331e-01 -1.35079273e-03]
 [-1.67207251e-04  1.35058805e-03  9.99999074e-01]]",[ 5.09911993e-04  7.76277184e-04 -4.88137132e-05],[ 0.00249209 -0.01221929  0.00123947],1.0322430810391732
7 8,0.01083525,0.0194788,"[[ 9.99996587e-01  2.38262583e-03  1.07200676e-03]
 [-2.38266210e-03  9.99997161e-01  3.25639889e-05]
 [-1.07192613e-03 -3.51181077e-05  9.99999425e-01]]","[[ 9.99995974e-01  2.79305832e-03  5.00405875e-04]
 [-2.79268306e-03  9.99995820e-01 -7.49046245e-04]
 [-5.02495913e-04  7.47645754e-04  9.99999594e-01]]",[9.48383601e-04 1.88700417e-03 4.69281745e-05],[ 0.00083269 -0.01008878  0.00043617],1.0352671492431318
8 9,0.01039095,0.0158303,"[[ 9.99999970e-01  2.28728123e-04  8.99294410e-05]
 [-2.28752767e-04  9.99999936e-01  2.74130693e-04]
 [-8.98667338e-05 -2.74151256e-04  9.99999958e-01]]","[[ 9.99999487e-01  7.95693279e-04  6.26902371e-04]
 [-7.95797918e-04  9.99999669e-01  1.66681340e-04]
 [-6.26769537e-04 -1.67180142e-04  9.99999790e-01]]",[ 0.00016568  0.0004751  -0.00010645],[ 0.00190864 -0.01065549  0.00131211],1.0036703054821952
