view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.0143439,0.0212578,"[[ 9.99999963e-01 -1.79483553e-04  2.03873958e-04]
 [ 1.79475701e-04  9.99999983e-01  3.85300887e-05]
 [-2.03880870e-04 -3.84934968e-05  9.99999978e-01]]","[[ 9.99999968e-01 -2.02600081e-06 -2.53442917e-04]
 [ 1.95496562e-06  9.99999961e-01 -2.80280756e-04]
 [ 2.53443475e-04  2.80280252e-04  9.99999929e-01]]",[ 2.27907332e-04 -6.51594892e-05  1.01991120e-04],[-2.04378611e-03 -1.13821530e-02  7.71579635e-05],0.992532778084386
1 2,0.010643699999999999,0.0183539,"[[ 9.99999949e-01 -3.14936324e-04  6.03110809e-05]
 [ 3.14947891e-04  9.99999932e-01 -1.91874889e-04]
 [-6.02506484e-05  1.91893874e-04  9.99999980e-01]]","[[ 9.99999976e-01 -5.62674301e-05 -2.10629675e-04]
 [ 5.59733924e-05  9.99999024e-01 -1.39573919e-03]
 [ 2.10708004e-04  1.39572737e-03  9.99999004e-01]]",[ 2.18046880e-05 -3.90164696e-04  7.84406835e-05],[-0.00105545 -0.01260328  0.0002937 ],0.9782021178310564
2 3,0.0123032,0.0204661,"[[ 9.99999669e-01 -8.11020326e-04  6.66262560e-05]
 [ 8.11034252e-04  9.99999649e-01 -2.09250963e-04]
 [-6.64565259e-05  2.09304930e-04  9.99999976e-01]]","[[ 9.99999976e-01  2.02680410e-04  8.08152061e-05]
 [-2.02744745e-04  9.99999662e-01  7.96866565e-04]
 [-8.06536695e-05 -7.96882931e-04  9.99999679e-01]]",[-0.00013447 -0.00081904  0.00035666],[-0.00093258 -0.01100612  0.00095643],0.9730356664289648
3 4,0.0101091,0.0172307,"[[ 9.99998695e-01  1.53681681e-03  4.99112115e-04]
 [-1.53674155e-03  9.99998808e-01 -1.51121845e-04]
 [-4.99343767e-04  1.50354642e-04  9.99999864e-01]]","[[ 9.99997619e-01  2.18220345e-03 -3.09706000e-05]
 [-2.18221616e-03  9.99997532e-01 -4.16391688e-04]
 [ 3.00618722e-05  4.16458281e-04  9.99999913e-01]]",[8.04077319e-04 1.04632059e-03 4.95844682e-05],[-0.00056337 -0.0108229   0.00022696],1.0141503977768431
4 5,0.01387275,0.0233874,"[[ 9.99999861e-01 -4.05100931e-04  3.38405971e-04]
 [ 4.05472844e-04  9.99999313e-01 -1.09966910e-03]
 [-3.37960262e-04  1.09980617e-03  9.99999338e-01]]","[[ 9.99999999e-01 -3.09823452e-05  8.20896231e-06]
 [ 3.10044379e-05  9.99996341e-01 -2.70510069e-03]
 [-8.12512190e-06  2.70510094e-03  9.99996341e-01]]",[ 0.00018808 -0.00141282  0.00020996],[-0.00081112 -0.01411362  0.0005245 ],0.9849605260392893
5 6,0.010436049999999999,0.0185518,"[[ 9.99999911e-01  4.22124353e-04  9.41285919e-06]
 [-4.22115870e-04  9.99999520e-01 -8.83687531e-04]
 [-9.78588070e-06  8.83683479e-04  9.99999610e-01]]","[[ 9.99999433e-01  8.44924846e-04 -6.47648748e-04]
 [-8.46061839e-04  9.99998098e-01 -1.75731176e-03]
 [ 6.46162719e-04  1.75785872e-03  9.99998246e-01]]",[-1.47967869e-04 -6.37310284e-04  8.54924065e-05],[-0.00202952 -0.01261437  0.00013914],0.9896083406014244
6 7,0.01179465,0.0206713,"[[ 9.99999954e-01  2.92536323e-04 -8.57829962e-05]
 [-2.92561358e-04  9.99999915e-01 -2.91971996e-04]
 [ 8.56975765e-05  2.91997079e-04  9.99999954e-01]]","[[ 9.99999785e-01  5.31417929e-04 -3.84216575e-04]
 [-5.32183466e-04  9.99997868e-01 -1.99511349e-03]
 [ 3.83155517e-04  1.99531754e-03  9.99997936e-01]]",[-8.66542404e-05 -7.20178039e-05  6.20006294e-05],[-0.0008591  -0.01300653  0.00034158],0.9972986117527717
7 8,0.01302525,0.0211824,"[[ 9.99999418e-01  1.05373564e-03  2.29890130e-04]
 [-1.05383740e-03  9.99999347e-01  4.42979608e-04]
 [-2.29423196e-04 -4.43221617e-04  9.99999875e-01]]","[[ 9.99998927e-01  1.16818708e-03 -8.84194640e-04]
 [-1.16913666e-03  9.99998740e-01 -1.07420404e-03]
 [ 8.82938654e-04  1.07523663e-03  9.99999032e-01]]",[1.54087192e-04 1.26180596e-03 9.48486476e-06],[-0.00284165 -0.01150124 -0.00018045],1.0178485784699964
8 9,0.01416245,0.0238477,"[[ 9.99999241e-01 -9.34146839e-04 -8.03584451e-04]
 [ 9.34315747e-04  9.99999542e-01  2.09842760e-04]
 [ 8.03388059e-04 -2.10593402e-04  9.99999655e-01]]","[[ 9.99998920e-01 -3.70088665e-04 -1.42224218e-03]
 [ 3.67848357e-04  9.99998692e-01 -1.57513325e-03]
 [ 1.42282326e-03  1.57460837e-03  9.99997748e-01]]",[-0.00085978 -0.00041146 -0.00034084],[-0.00196809 -0.01366063 -0.00031508],0.9965963855708101
