0,1,2,3,4,5,6,7,8,9
2.6671881808356975e-06,6.328954847783837,15.92610031290905,25.61606942216248,34.730935564464126,44.490924961407785,54.11115080186668,63.66753468624906,73.75006231168476,83.24762546794256
2.0703084271580306e-06,6.072672313586334,15.272002678180295,24.55805236564196,33.28298673090416,42.63919427564963,51.85839422084126,61.01606924018347,70.68808282867319,79.78615805453875
2.3677955651084472e-06,5.829505580734588,14.649748149500418,23.552025401543702,31.90406457134991,40.876880831380795,49.71511067793006,58.49193846739538,67.7722977486355,76.48915970480662
1.6403559455380338e-06,5.596643222867758,14.05613027964648,22.59313612275545,30.59173546386143,39.198607641017425,47.673857404289265,56.089421974184596,64.9971246719064,73.35223162212098
2.2010182844337275e-06,5.375310228431573,13.490178465145974,21.678382675137417,29.33890464204858,37.5970103708256,45.72572744858231,53.79508819394167,62.34663909799426,70.35540171848848
1.2951668523978524e-06,5.1627766904653525,12.949074840222773,20.80438591233497,28.143666313222298,36.068405929641166,43.86621382521199,51.60645606799104,59.81764930479036,67.4977396870432
1.1494798460803476e-06,4.959933570576236,12.431920623011349,19.968450009452145,27.000666731031163,34.60711838504957,42.089440745439475,49.51493909681522,57.40074424373601,64.76586645977572
2.1090603257600997e-06,4.766215494604142,11.937196843498919,19.16988811236367,25.907404739608555,33.209419487278424,40.39013309499634,47.51359959788662,55.08801141039313,62.15184724932592
2.103342111339802e-06,4.580027035775701,11.46292327669372,18.404238332449093,24.860986967931286,31.871231305273636,38.762403793527106,45.5972072285934,52.873334721767726,59.64871985266947
8.002642490992713e-07,4.4008543069578465,11.0081484188431,17.67029297355687,23.8586568069929,30.58888324557327,37.20260190257748,43.76181543141731,50.751508478191,57.251058106341354
9.095559447996835e-07,4.22922997197227,10.571875527059,16.96612553029742,22.897515643274712,29.35880660696093,35.7066103755683,42.00101331938569,48.71556216498741,54.95065061954017
2.1206836848476098e-06,4.065046262664474,10.153097922247865,16.290173307065757,21.97292445745278,28.177132001982063,34.26964502216101,40.30839831952053,46.7590998523618,52.73946837889637
8.721615444539792e-07,3.9057838845041197,9.749943483908112,15.640269734288841,21.088116075893087,27.043854166838045,32.89196096912712,38.688076512544406,44.885005814787924,50.62251082809407
2.144702946690696e-06,3.753928739635958,9.363015846596518,15.015865337870663,20.23408947238399,25.95329005979899,31.565855288221098,37.125334064888,43.07788294138999,48.58031498014896
4.3441219102930336e-07,3.6063803462641566,8.989945130353433,14.414459998894785,19.41532399639856,24.90482821074679,30.289995789906715,35.624973105226736,41.34254457371534,46.620738061341605
2.1703419517984137e-06,3.465290109152528,8.631033572047077,13.836167039883795,18.62575651056741,23.89490836443009,29.06348015656025,34.17964872928246,39.67040089701893,44.7309948184502
2.1827316046177726e-06,3.328646650205059,8.284886617444368,13.278151278792587,17.865761445899597,22.92320115287426,27.881350238403655,32.7883428133344,38.06059198167394,42.91288922452171
2.194517974533881e-06,3.196760808133481,7.951041782365119,12.74030210907551,17.13340551675665,21.985669018340726,26.741356879185854,31.44681308658765,36.508255209061836,41.160224812603346
