,fxy_l,fxy_r,percentage_l,percentage_r,variance_l,variance_r,cxy_l,cxy_r,接受,数量
360,0.0,0.02,0.0,0.1,0.5,0.6,0.0,-inf,False,"[0, 1]"
361,0.0,0.02,0.0,0.1,0.6,0.7,inf,0.0,True,"[1, 0]"
362,0.0,0.02,0.0,0.1,0.6,0.7,0.0,-inf,False,"[0, 1]"
363,0.0,0.02,0.0,0.1,0.7,0.8,inf,0.0,True,"[1, 0]"
364,0.0,0.02,0.0,0.1,0.7,0.8,0.0,-inf,False,"[0, 1]"
365,0.0,0.02,0.0,0.1,0.8,0.9,inf,0.0,True,"[1, 0]"
366,0.0,0.02,0.0,0.1,0.8,0.9,0.0,-inf,False,"[0, 1]"
367,0.0,0.02,0.0,0.1,0.9,1.0,inf,0.0,True,"[1, 0]"
368,0.0,0.02,0.0,0.1,0.9,1.0,0.0,-inf,False,"[0, 1]"
369,0.0,0.02,0.0,0.1,1.0,1.1,inf,0.0,True,"[1, 0]"
370,0.0,0.02,0.0,0.1,1.0,1.1,0.0,-inf,False,"[0, 1]"
371,0.0,0.02,0.0,0.1,1.1,1.2,inf,0.0,True,"[1, 0]"
372,0.0,0.02,0.0,0.1,1.1,1.2,0.0,-inf,False,"[0, 1]"
373,0.0,0.02,0.0,0.1,1.2,1.3,inf,-inf,False,"[0, 1]"
374,0.0,0.02,0.0,0.1,1.3,-inf,inf,-inf,True,"[2, 0]"
375,0.0,0.02,0.1,0.2,inf,0.3,inf,0.0,True,"[1, 0]"
376,0.0,0.02,0.1,0.2,inf,0.3,0.0,-inf,False,"[0, 1]"
377,0.0,0.02,0.1,0.2,0.3,0.4,inf,0.0,True,"[1, 0]"
378,0.0,0.02,0.1,0.2,0.3,0.4,0.0,-inf,False,"[0, 1]"
379,0.0,0.02,0.1,0.2,0.4,0.5,inf,0.0,True,"[1, 0]"
380,0.0,0.02,0.1,0.2,0.4,0.5,0.0,-inf,False,"[0, 1]"
381,0.0,0.02,0.1,0.2,0.5,0.6,inf,0.0,True,"[1, 0]"
382,0.0,0.02,0.1,0.2,0.5,0.6,0.0,-inf,False,"[0, 1]"
383,0.0,0.02,0.1,0.2,0.6,0.7,inf,0.0,True,"[1, 0]"
384,0.0,0.02,0.1,0.2,0.6,0.7,0.0,-inf,False,"[0, 1]"
385,0.0,0.02,0.1,0.2,0.7,0.9,inf,-inf,True,"[2, 0]"
386,0.0,0.02,0.1,0.2,0.9,1.0,inf,0.0,True,"[1, 0]"
387,0.0,0.02,0.1,0.2,0.9,1.0,0.0,-inf,False,"[0, 1]"
388,0.0,0.02,0.1,0.2,1.0,1.4,inf,-inf,True,"[4, 0]"
389,0.0,0.02,0.1,0.2,1.4,-inf,inf,-inf,False,"[0, 1]"
390,0.0,0.02,0.2,0.3,inf,0.3,inf,0.0,True,"[1, 0]"
391,0.0,0.02,0.2,0.3,inf,0.3,0.0,-inf,False,"[0, 1]"
392,0.0,0.02,0.2,0.3,0.3,0.4,inf,0.0,True,"[1, 0]"
393,0.0,0.02,0.2,0.3,0.3,0.4,0.0,-inf,False,"[0, 1]"
394,0.0,0.02,0.2,0.3,0.4,0.5,inf,0.0,True,"[1, 0]"
395,0.0,0.02,0.2,0.3,0.4,0.5,0.0,-inf,False,"[0, 1]"
396,0.0,0.02,0.2,0.3,0.5,0.6,inf,0.0,True,"[1, 0]"
397,0.0,0.02,0.2,0.3,0.5,0.6,0.0,-inf,False,"[0, 1]"
398,0.0,0.02,0.2,0.3,0.6,0.7,inf,0.0,True,"[1, 0]"
399,0.0,0.02,0.2,0.3,0.6,0.7,0.0,-inf,False,"[0, 1]"
400,0.0,0.02,0.2,0.3,0.7,0.8,inf,0.0,True,"[1, 0]"
401,0.0,0.02,0.2,0.3,0.7,0.8,0.0,-inf,False,"[0, 1]"
402,0.0,0.02,0.2,0.3,0.8,0.9,inf,0.0,True,"[1, 0]"
403,0.0,0.02,0.2,0.3,0.8,0.9,0.0,-inf,False,"[0, 1]"
404,0.0,0.02,0.2,0.3,0.9,1.0,inf,-inf,True,"[1, 0]"
405,0.0,0.02,0.2,0.3,1.0,1.3,inf,0.0,True,"[1, 0]"
406,0.0,0.02,0.2,0.3,1.0,1.3,0.0,-inf,False,"[0, 1]"
407,0.0,0.02,0.2,0.3,1.3,-inf,inf,0.0,True,"[1, 0]"
408,0.0,0.02,0.2,0.3,1.3,-inf,0.0,-inf,False,"[0, 1]"
409,0.0,0.02,0.3,0.4,inf,0.3,inf,0.0,True,"[1, 0]"
410,0.0,0.02,0.3,0.4,inf,0.3,0.0,-inf,False,"[0, 1]"
411,0.0,0.02,0.3,0.4,0.3,0.4,inf,0.0,True,"[1, 0]"
412,0.0,0.02,0.3,0.4,0.3,0.4,0.0,-inf,False,"[0, 1]"
413,0.0,0.02,0.3,0.4,0.4,0.5,inf,0.0,True,"[1, 0]"
414,0.0,0.02,0.3,0.4,0.4,0.5,0.0,-inf,False,"[0, 1]"
415,0.0,0.02,0.3,0.4,0.5,0.6,inf,0.0,True,"[1, 0]"
416,0.0,0.02,0.3,0.4,0.5,0.6,0.0,-inf,False,"[0, 1]"
417,0.0,0.02,0.3,0.4,0.6,0.7,inf,0.0,True,"[1, 0]"
418,0.0,0.02,0.3,0.4,0.6,0.7,0.0,-inf,False,"[0, 1]"
419,0.0,0.02,0.3,0.4,0.7,0.8,inf,0.0,True,"[1, 0]"
420,0.0,0.02,0.3,0.4,0.7,0.8,0.0,-inf,False,"[0, 1]"
421,0.0,0.02,0.3,0.4,0.8,0.9,inf,0.0,True,"[1, 0]"
422,0.0,0.02,0.3,0.4,0.8,0.9,0.0,-inf,False,"[0, 1]"
423,0.0,0.02,0.3,0.4,0.9,1.0,inf,0.0,True,"[1, 0]"
424,0.0,0.02,0.3,0.4,0.9,1.0,0.0,-inf,False,"[0, 1]"
425,0.0,0.02,0.3,0.4,1.0,1.1,inf,-inf,True,"[1, 0]"
426,0.0,0.02,0.3,0.4,1.1,1.2,inf,0.0,True,"[1, 0]"
427,0.0,0.02,0.3,0.4,1.1,1.2,0.0,-inf,False,"[0, 1]"
428,0.0,0.02,0.3,0.4,1.2,-inf,inf,-inf,False,"[0, 1]"
429,0.0,0.02,0.4,0.5,inf,0.3,inf,0.0,True,"[1, 0]"
430,0.0,0.02,0.4,0.5,inf,0.3,0.0,-inf,False,"[0, 1]"
431,0.0,0.02,0.4,0.5,0.3,0.4,inf,0.0,True,"[1, 0]"
432,0.0,0.02,0.4,0.5,0.3,0.4,0.0,-inf,False,"[0, 1]"
433,0.0,0.02,0.4,0.5,0.4,0.5,inf,0.0,True,"[1, 0]"
434,0.0,0.02,0.4,0.5,0.4,0.5,0.0,-inf,False,"[0, 1]"
435,0.0,0.02,0.4,0.5,0.5,0.6,inf,0.0,True,"[1, 0]"
436,0.0,0.02,0.4,0.5,0.5,0.6,0.0,-inf,False,"[0, 1]"
437,0.0,0.02,0.4,0.5,0.6,0.7,inf,0.0,True,"[1, 0]"
438,0.0,0.02,0.4,0.5,0.6,0.7,0.0,-inf,False,"[0, 1]"
439,0.0,0.02,0.4,0.5,0.7,0.8,inf,0.0,True,"[1, 0]"
440,0.0,0.02,0.4,0.5,0.7,0.8,0.0,-inf,False,"[0, 1]"
441,0.0,0.02,0.4,0.5,0.8,0.9,inf,0.0,True,"[1, 0]"
442,0.0,0.02,0.4,0.5,0.8,0.9,0.0,-inf,False,"[0, 1]"
443,0.0,0.02,0.4,0.5,0.9,1.0,inf,0.0,True,"[1, 0]"
444,0.0,0.02,0.4,0.5,0.9,1.0,0.0,-inf,False,"[0, 1]"
445,0.0,0.02,0.4,0.5,1.0,1.2,inf,-inf,True,"[2, 0]"
446,0.0,0.02,0.4,0.5,1.2,1.3,inf,0.0,True,"[1, 0]"
447,0.0,0.02,0.4,0.5,1.2,1.3,0.0,-inf,False,"[0, 1]"
448,0.0,0.02,0.4,0.5,1.3,-inf,inf,-inf,False,"[0, 2]"
449,0.0,0.02,0.5,0.6,inf,0.3,inf,0.0,True,"[1, 0]"
450,0.0,0.02,0.5,0.6,inf,0.3,0.0,-inf,False,"[0, 1]"
451,0.0,0.02,0.5,0.6,0.3,0.4,inf,0.0,True,"[1, 0]"
452,0.0,0.02,0.5,0.6,0.3,0.4,0.0,-inf,False,"[0, 1]"
453,0.0,0.02,0.5,0.6,0.4,0.5,inf,-inf,True,"[1, 0]"
454,0.0,0.02,0.5,0.6,0.5,0.6,inf,0.0,True,"[1, 0]"
455,0.0,0.02,0.5,0.6,0.5,0.6,0.0,-inf,False,"[0, 1]"
456,0.0,0.02,0.5,0.6,0.6,0.7,inf,0.0,True,"[1, 0]"
457,0.0,0.02,0.5,0.6,0.6,0.7,0.0,-inf,False,"[0, 1]"
458,0.0,0.02,0.5,0.6,0.7,-inf,inf,-inf,False,"[0, 5]"
459,0.0,0.02,0.6,0.7,inf,0.3,inf,0.0,True,"[1, 0]"
460,0.0,0.02,0.6,0.7,inf,0.3,0.0,-inf,False,"[0, 1]"
461,0.0,0.02,0.6,0.7,0.3,0.4,inf,0.0,True,"[1, 0]"
462,0.0,0.02,0.6,0.7,0.3,0.4,0.0,-inf,False,"[0, 1]"
463,0.0,0.02,0.6,0.7,0.4,0.5,inf,0.0,True,"[1, 0]"
464,0.0,0.02,0.6,0.7,0.4,0.5,0.0,-inf,False,"[0, 1]"
465,0.0,0.02,0.6,0.7,0.5,0.6,inf,-inf,False,"[0, 1]"
466,0.0,0.02,0.6,0.7,0.6,0.7,inf,0.0,True,"[1, 0]"
467,0.0,0.02,0.6,0.7,0.6,0.7,0.0,-inf,False,"[0, 1]"
468,0.0,0.02,0.6,0.7,0.7,2.0,inf,-inf,False,"[0, 7]"
469,0.0,0.02,0.6,0.7,2.0,-inf,inf,-inf,True,"[1, 0]"
470,0.0,0.02,0.7,0.8,inf,0.3,inf,-inf,False,"[0, 1]"
471,0.0,0.02,0.7,0.8,0.3,0.4,inf,0.0,True,"[1, 0]"
472,0.0,0.02,0.7,0.8,0.3,0.4,0.0,-inf,False,"[0, 1]"
473,0.0,0.02,0.7,0.8,0.4,0.5,inf,0.0,True,"[1, 0]"
474,0.0,0.02,0.7,0.8,0.4,0.5,0.0,-inf,False,"[0, 1]"
475,0.0,0.02,0.7,0.8,0.5,0.6,inf,0.0,True,"[1, 0]"
476,0.0,0.02,0.7,0.8,0.5,0.6,0.0,-inf,False,"[0, 1]"
477,0.0,0.02,0.7,0.8,0.6,0.7,inf,0.0,True,"[1, 0]"
478,0.0,0.02,0.7,0.8,0.6,0.7,0.0,-inf,False,"[0, 1]"
479,0.0,0.02,0.7,0.8,0.7,0.8,inf,0.0,True,"[1, 0]"
480,0.0,0.02,0.7,0.8,0.7,0.8,0.0,-inf,False,"[0, 1]"
481,0.0,0.02,0.7,0.8,0.8,-inf,inf,-inf,False,"[0, 6]"
482,0.0,0.02,0.8,0.9,inf,0.4,inf,0.0,True,"[1, 0]"
483,0.0,0.02,0.8,0.9,inf,0.4,0.0,-inf,False,"[0, 1]"
484,0.0,0.02,0.8,0.9,0.4,0.5,inf,0.0,True,"[1, 0]"
485,0.0,0.02,0.8,0.9,0.4,0.5,0.0,-inf,False,"[0, 1]"
486,0.0,0.02,0.8,0.9,0.5,0.6,inf,0.0,True,"[1, 0]"
487,0.0,0.02,0.8,0.9,0.5,0.6,0.0,-inf,False,"[0, 1]"
488,0.0,0.02,0.8,0.9,0.6,1.0,inf,-inf,False,"[0, 4]"
489,0.0,0.02,0.8,0.9,1.0,1.1,inf,0.0,True,"[1, 0]"
490,0.0,0.02,0.8,0.9,1.0,1.1,0.0,-inf,False,"[0, 1]"
491,0.0,0.02,0.8,0.9,1.1,1.5,inf,-inf,False,"[0, 2]"
492,0.0,0.02,0.8,0.9,1.5,2.0,inf,-inf,True,"[1, 0]"
493,0.0,0.02,0.8,0.9,2.0,-inf,inf,-inf,False,"[0, 1]"
494,0.0,0.02,0.9,-inf,inf,0.5,inf,-inf,False,"[0, 2]"
495,0.0,0.02,0.9,-inf,0.5,0.6,inf,0.0,True,"[1, 0]"
496,0.0,0.02,0.9,-inf,0.5,0.6,0.0,-inf,False,"[0, 1]"
497,0.0,0.02,0.9,-inf,0.6,0.7,inf,-inf,False,"[0, 1]"
498,0.0,0.02,0.9,-inf,0.7,0.8,inf,0.0,True,"[1, 0]"
499,0.0,0.02,0.9,-inf,0.7,0.8,0.0,-inf,False,"[0, 1]"
500,0.0,0.02,0.9,-inf,0.8,0.9,inf,-inf,False,"[0, 1]"
501,0.0,0.02,0.9,-inf,0.9,1.0,inf,0.0,True,"[1, 0]"
502,0.0,0.02,0.9,-inf,0.9,1.0,0.0,-inf,False,"[0, 1]"
503,0.0,0.02,0.9,-inf,1.0,1.1,inf,0.0,True,"[1, 0]"
504,0.0,0.02,0.9,-inf,1.0,1.1,0.0,-inf,False,"[0, 1]"
505,0.0,0.02,0.9,-inf,1.1,1.2,inf,0.0,True,"[1, 0]"
506,0.0,0.02,0.9,-inf,1.1,1.2,0.0,-inf,False,"[0, 1]"
507,0.0,0.02,0.9,-inf,1.2,2.0,inf,-inf,False,"[0, 4]"
508,0.0,0.02,0.9,-inf,2.0,-inf,inf,0.0,True,"[1, 0]"
509,0.0,0.02,0.9,-inf,2.0,-inf,0.0,-inf,False,"[0, 1]"
510,0.02,-inf,inf,-inf,inf,-inf,inf,-inf,False,"[0, 20]"
