view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.006472185,0.0120541,"[[ 9.99999889e-01 -3.57919821e-04  3.07041173e-04]
 [ 3.57964541e-04  9.99999925e-01 -1.45605790e-04]
 [-3.06989035e-04  1.45715684e-04  9.99999942e-01]]","[[ 9.99999560e-01  1.57935624e-04  9.24472372e-04]
 [-1.57981173e-04  9.99999986e-01  4.91980765e-05]
 [-9.24464589e-04 -4.93441041e-05  9.99999571e-01]]",[ 0.00020953 -0.00050053  0.00029174],[-0.00027732 -0.01189418  0.00110695],0.9901723711175652
1 2,0.0144486,0.0245939,"[[ 9.99999299e-01  1.05938511e-03  5.29659399e-04]
 [-1.05924667e-03  9.99999405e-01 -2.61597173e-04]
 [-5.29936215e-04  2.61035949e-04  9.99999826e-01]]","[[ 9.99997405e-01  2.25374389e-03  3.33151910e-04]
 [-2.25376846e-03  9.99997458e-01  7.33902359e-05]
 [-3.32985660e-04 -7.41408927e-05  9.99999942e-01]]",[0.00068686 0.00096667 0.00021179],[ 0.00160013 -0.01078528  0.00091321],0.9903537191675401
2 3,0.0121911,0.0211355,"[[ 9.99998165e-01 -1.91372870e-03  8.94197491e-05]
 [ 1.91371895e-03  9.99998163e-01  1.08949976e-04]
 [-8.96280855e-05 -1.08778652e-04  9.99999990e-01]]","[[ 9.99998344e-01 -1.37991588e-03  1.18647955e-03]
 [ 1.37926407e-03  9.99998898e-01  5.50010153e-04]
 [-1.18723721e-03 -5.48372774e-04  9.99999145e-01]]",[ 9.92131846e-05 -1.81134795e-03  6.01293202e-04],[ 7.03319263e-06 -1.23975037e-02  1.69320499e-03],0.9609648240827359
3 4,0.01645525,0.0284039,"[[ 9.99999915e-01 -3.99908639e-04 -1.02293069e-04]
 [ 3.99874627e-04  9.99999865e-01 -3.32294551e-04]
 [ 1.02425943e-04  3.32253618e-04  9.99999940e-01]]","[[ 9.99998483e-01 -1.33910215e-04 -1.73646463e-03]
 [ 1.30665403e-04  9.99998246e-01 -1.86861019e-03]
 [ 1.73671181e-03  1.86838046e-03  9.99996746e-01]]",[-0.00035622 -0.00071129  0.00014999],[-0.00064266 -0.01337606 -0.0010309 ],0.9747642704007324
4 5,0.013586649999999999,0.0227193,"[[ 9.99996703e-01  2.46710567e-03  7.12891667e-04]
 [-2.46657707e-03  9.99996683e-01 -7.41419735e-04]
 [-7.14718464e-04  7.39658888e-04  9.99999471e-01]]","[[ 9.99994231e-01  3.23505748e-03  1.03535713e-03]
 [-3.23430427e-03  9.99994504e-01 -7.28341033e-04]
 [-1.03770767e-03  7.24988171e-04  9.99999199e-01]]",[ 9.55557561e-04  1.99313146e-03 -2.60369676e-05],[ 0.00135206 -0.01021205  0.00073712],1.0351309581607675
5 6,0.0123029,0.0198613,"[[ 9.99999959e-01 -3.47408439e-05  2.85044604e-04]
 [ 3.46381455e-05  9.99999934e-01  3.60285810e-04]
 [-2.85057102e-04 -3.60275922e-04  9.99999894e-01]]","[[ 9.99999822e-01  4.84127615e-04 -3.49103684e-04]
 [-4.84269201e-04  9.99999800e-01 -4.05599465e-04]
 [ 3.48907252e-04  4.05768453e-04  9.99999857e-01]]",[0.00029836 0.00038832 0.00021982],[-7.57360902e-04 -1.17808316e-02  2.82545612e-05],0.9925640922428461
6 7,0.01121115,0.0170887,"[[ 9.99999957e-01  3.48155398e-05  2.90823007e-04]
 [-3.47262000e-05  9.99999952e-01 -3.07195764e-04]
 [-2.90833688e-04  3.07185652e-04  9.99999911e-01]]","[[ 9.99998444e-01  1.52821019e-03  8.80798097e-04]
 [-1.52920668e-03  9.99998190e-01  1.13179218e-03]
 [-8.79066887e-04 -1.13313734e-03  9.99998972e-01]]",[ 6.64206667e-05 -2.98845137e-04  4.25981394e-04],[ 0.0008874  -0.01092474  0.00215494],0.9831846715452314
7 8,0.006911405000000001,0.0124531,"[[ 9.99999695e-01 -3.15169143e-04  7.14545883e-04]
 [ 3.15358401e-04  9.99999915e-01 -2.64766926e-04]
 [-7.14462376e-04  2.64992183e-04  9.99999710e-01]]","[[ 9.99999112e-01  9.04380162e-04  9.78922845e-04]
 [-9.04760683e-04  9.99999515e-01  3.88340670e-04]
 [-9.78571163e-04 -3.89226016e-04  9.99999445e-01]]",[ 0.00034526 -0.00060944  0.00079244],[ 0.00037036 -0.01120036  0.00175497],0.9625275258637594
8 9,0.012490049999999999,0.0197363,"[[ 9.99999689e-01 -7.45446461e-04  2.58078621e-04]
 [ 7.45478309e-04  9.99999715e-01 -1.23331280e-04]
 [-2.57986610e-04  1.23523634e-04  9.99999959e-01]]","[[ 9.99999201e-01  2.69456910e-04  1.23470640e-03]
 [-2.70383688e-04  9.99999682e-01  7.50501096e-04]
 [-1.23450378e-03 -7.50834341e-04  9.99998956e-01]]",[ 2.41228718e-05 -9.57450629e-04  4.63188460e-04],[ 0.00050742 -0.01180442  0.00205519],0.9748371266183617
