variance,percentage,fxy,cxy,reward,done
0.3,0.0,0.0,0.0,0.0024,False
0.3,0.0,0.0,0.05,0.0065,False
0.3,0.0,0.0,0.1,0.0133,False
0.3,0.0,0.0,0.15,0.0201,False
0.3,0.0,0.0,0.2,0.0272,False
0.3,0.0,0.0,0.25,0.0341,False
0.3,0.0,0.0,0.3,0.136,True
0.3,0.0,0.02,0.0,0.0188,False
0.3,0.0,0.02,0.05,0.0128,False
0.3,0.0,0.02,0.1,0.0084,False
0.3,0.0,0.02,0.15,0.0086,False
0.3,0.0,0.02,0.2,0.0132,False
0.3,0.0,0.02,0.25,0.0192,False
0.3,0.0,0.04,0.0,0.0367,False
0.3,0.0,0.04,0.05,0.0307,False
0.3,0.0,0.04,0.1,0.0254,False
0.3,0.0,0.04,0.15,0.0208,False
0.3,0.0,0.04,0.2,0.0171,False
0.3,0.0,0.04,0.25,0.0162,False
0.3,0.0,0.06,0.0,0.0541,True
0.3,0.0,0.06,0.1,0.0425,False
0.3,0.0,0.06,0.2,0.0329,False
0.3,0.0,0.06,0.25,0.0286,False
0.3,0.0,0.08,0.25,0.0441,False
0.3,0.0,0.1,0.25,0.0602,True
0.3,0.05,0.0,0.0,0.0024,False
0.3,0.05,0.0,0.05,0.0065,False
0.3,0.05,0.0,0.1,0.0133,False
0.3,0.05,0.0,0.15,0.0201,False
0.3,0.05,0.0,0.2,0.0272,False
0.3,0.05,0.0,0.25,0.0341,False
0.3,0.05,0.0,0.3,0.136,True
0.3,0.05,0.02,0.0,0.0188,False
0.3,0.05,0.02,0.05,0.0128,False
0.3,0.05,0.02,0.1,0.0084,False
0.3,0.05,0.02,0.15,0.0086,False
0.3,0.05,0.02,0.2,0.0132,False
0.3,0.05,0.02,0.25,0.0192,False
0.3,0.05,0.02,0.3,0.0254,False
0.3,0.05,0.04,0.0,0.0367,False
0.3,0.05,0.04,0.05,0.0307,False
0.3,0.05,0.04,0.1,0.0254,False
0.3,0.05,0.04,0.15,0.0208,False
0.3,0.05,0.04,0.2,0.0171,False
0.3,0.05,0.04,0.25,0.0162,False
0.3,0.05,0.06,0.05,0.0481,False
0.3,0.05,0.06,0.1,0.0425,False
0.3,0.05,0.06,0.15,0.0374,False
0.3,0.05,0.06,0.2,0.0329,False
0.3,0.05,0.06,0.25,0.0286,False
0.3,0.05,0.08,0.05,0.0651,True
0.3,0.05,0.08,0.25,0.0441,False
0.3,0.05,0.1,0.25,0.0602,True
0.3,0.1,0.0,0.0,0.0024,False
0.3,0.1,0.0,0.05,0.0065,False
0.3,0.1,0.0,0.1,0.0133,False
0.3,0.1,0.0,0.15,0.0201,False
0.3,0.1,0.0,0.2,0.0272,False
0.3,0.1,0.0,0.25,0.0341,False
0.3,0.1,0.0,0.3,0.136,True
0.3,0.1,0.02,0.0,0.0188,False
0.3,0.1,0.02,0.05,0.0128,False
0.3,0.1,0.02,0.1,0.0084,False
0.3,0.1,0.02,0.15,0.0086,False
0.3,0.1,0.02,0.2,0.0132,False
0.3,0.1,0.02,0.25,0.0192,False
0.3,0.1,0.02,0.3,0.0254,False
0.3,0.1,0.04,0.0,0.0367,False
0.3,0.1,0.04,0.05,0.0307,False
0.3,0.1,0.04,0.1,0.0254,False
0.3,0.1,0.04,0.15,0.0208,False
0.3,0.1,0.04,0.2,0.0171,False
0.3,0.1,0.04,0.25,0.0162,False
0.3,0.1,0.06,0.0,0.0541,True
0.3,0.1,0.06,0.05,0.0481,False
0.3,0.1,0.06,0.1,0.0425,False
0.3,0.1,0.06,0.15,0.0374,False
0.3,0.1,0.06,0.2,0.0329,False
0.3,0.1,0.06,0.25,0.0286,False
0.3,0.1,0.08,0.15,0.0539,True
0.3,0.1,0.08,0.25,0.0441,False
0.3,0.1,0.1,0.25,0.0602,True
0.3,0.15,0.0,0.0,0.0024,False
0.3,0.15,0.0,0.05,0.0065,False
0.3,0.15,0.0,0.1,0.0133,False
0.3,0.15,0.0,0.15,0.0201,False
0.3,0.15,0.0,0.2,0.0272,False
0.3,0.15,0.0,0.25,0.0341,False
0.3,0.15,0.0,0.3,0.136,True
0.3,0.15,0.0,0.35,0.1326,True
0.3,0.15,0.02,0.0,0.0188,False
0.3,0.15,0.02,0.05,0.0128,False
0.3,0.15,0.02,0.1,0.0084,False
0.3,0.15,0.02,0.15,0.0086,False
0.3,0.15,0.02,0.2,0.0132,False
0.3,0.15,0.02,0.25,0.0192,False
0.3,0.15,0.02,0.3,0.0254,False
0.3,0.15,0.02,0.35,0.0322,False
0.3,0.15,0.04,0.0,0.0367,False
0.3,0.15,0.04,0.05,0.0307,False
0.3,0.15,0.04,0.1,0.0254,False
0.3,0.15,0.04,0.15,0.0208,False
0.3,0.15,0.04,0.2,0.0171,False
0.3,0.15,0.04,0.25,0.0162,False
0.3,0.15,0.06,0.0,0.0541,True
0.3,0.15,0.06,0.05,0.0481,False
0.3,0.15,0.06,0.1,0.0425,False
0.3,0.15,0.06,0.15,0.0374,False
0.3,0.15,0.06,0.2,0.0329,False
0.3,0.15,0.06,0.25,0.0286,False
0.3,0.15,0.08,0.05,0.0651,True
0.3,0.15,0.08,0.1,0.0595,True
0.3,0.15,0.08,0.25,0.0441,False
0.3,0.15,0.1,0.25,0.0602,True
0.3,0.2,0.0,0.0,0.0024,False
0.3,0.2,0.0,0.05,0.0065,False
0.3,0.2,0.0,0.1,0.0133,False
0.3,0.2,0.0,0.15,0.0201,False
0.3,0.2,0.0,0.2,0.0272,False
0.3,0.2,0.0,0.25,0.0341,False
0.3,0.2,0.0,0.3,0.136,True
0.3,0.2,0.02,0.0,0.0188,False
0.3,0.2,0.02,0.05,0.0128,False
0.3,0.2,0.02,0.1,0.0084,False
0.3,0.2,0.02,0.15,0.0086,False
0.3,0.2,0.02,0.2,0.0132,False
0.3,0.2,0.02,0.25,0.0192,False
0.3,0.2,0.02,0.3,0.0254,False
0.3,0.2,0.04,0.0,0.0367,False
0.3,0.2,0.04,0.05,0.0307,False
0.3,0.2,0.04,0.1,0.0254,False
0.3,0.2,0.04,0.15,0.0208,False
0.3,0.2,0.04,0.25,0.0162,False
0.3,0.2,0.06,0.05,0.0481,False
0.3,0.2,0.06,0.1,0.0425,False
0.3,0.2,0.06,0.2,0.0329,False
0.3,0.2,0.06,0.25,0.0286,False
0.3,0.2,0.08,0.1,0.0595,True
0.3,0.2,0.08,0.15,0.0539,True
0.3,0.2,0.08,0.2,0.0488,False
0.3,0.2,0.08,0.25,0.0441,False
0.3,0.25,0.0,0.0,0.0024,False
0.3,0.25,0.0,0.05,0.0065,False
0.3,0.25,0.0,0.1,0.0133,False
0.3,0.25,0.0,0.15,0.0201,False
0.3,0.25,0.0,0.2,0.0272,False
0.3,0.25,0.0,0.25,0.0341,False
0.3,0.25,0.0,0.3,0.136,True
0.3,0.25,0.02,0.0,0.0188,False
0.3,0.25,0.02,0.05,0.0128,False
0.3,0.25,0.02,0.1,0.0084,False
0.3,0.25,0.02,0.15,0.0086,False
0.3,0.25,0.02,0.2,0.0132,False
0.3,0.25,0.02,0.25,0.0192,False
0.3,0.25,0.02,0.3,0.0254,False
0.3,0.25,0.04,0.0,0.0367,False
0.3,0.25,0.04,0.05,0.0307,False
0.3,0.25,0.04,0.1,0.0254,False
0.3,0.25,0.04,0.15,0.0208,False
0.3,0.25,0.04,0.2,0.0171,False
0.3,0.25,0.04,0.25,0.0162,False
0.3,0.25,0.06,0.0,0.0541,True
0.3,0.25,0.06,0.05,0.0481,False
0.3,0.25,0.06,0.1,0.0425,False
0.3,0.25,0.06,0.15,0.0374,False
0.3,0.25,0.06,0.2,0.0329,False
0.3,0.25,0.06,0.25,0.0286,False
0.3,0.3,0.0,0.0,0.0024,False
0.3,0.3,0.0,0.05,0.0065,False
0.3,0.3,0.0,0.1,0.0133,False
0.3,0.3,0.0,0.15,0.0201,False
0.3,0.3,0.0,0.2,0.0272,False
0.3,0.3,0.0,0.25,0.0341,False
0.3,0.3,0.0,0.3,0.136,True
0.3,0.3,0.02,0.0,0.0188,False
0.3,0.3,0.02,0.05,0.0128,False
0.3,0.3,0.02,0.1,0.0084,False
0.3,0.3,0.02,0.15,0.0086,False
0.3,0.3,0.02,0.2,0.0132,False
0.3,0.3,0.02,0.25,0.0192,False
0.3,0.3,0.04,0.0,0.0367,False
0.3,0.3,0.04,0.05,0.0307,False
0.3,0.3,0.04,0.1,0.0254,False
0.3,0.3,0.04,0.2,0.0171,False
0.3,0.3,0.04,0.25,0.0162,False
0.3,0.3,0.06,0.05,0.0481,False
0.3,0.3,0.06,0.1,0.0425,False
0.3,0.35,0.0,0.0,0.0024,False
0.3,0.35,0.0,0.05,0.0065,False
0.3,0.35,0.0,0.1,0.0133,False
0.3,0.35,0.0,0.15,0.0201,False
0.3,0.35,0.0,0.2,0.0272,False
0.3,0.35,0.0,0.25,0.0341,False
0.3,0.35,0.0,0.3,0.136,True
0.3,0.35,0.02,0.05,0.0128,False
0.3,0.35,0.02,0.1,0.0084,False
