variance,percentage,fxy,cxy,reward,done
0.3,0.0,0.0,0.0,0.0028,False
0.3,0.0,0.0,0.05,0.0085,False
0.3,0.0,0.0,0.1,0.0187,False
0.3,0.0,0.0,0.15,0.1474,True
0.3,0.0,0.02,0.0,0.0255,False
0.3,0.0,0.02,0.05,0.0191,False
0.3,0.0,0.02,0.1,0.1583,True
0.3,0.0,0.04,0.0,0.0502,True
0.3,0.0,0.04,0.05,0.0435,False
0.3,0.0,0.04,0.1,0.1729,True
0.3,0.0,0.06,0.05,0.0673,True
0.3,0.05,0.0,0.0,0.0028,False
0.3,0.05,0.0,0.05,0.0085,False
0.3,0.05,0.0,0.1,0.0187,False
0.3,0.05,0.0,0.15,0.1474,True
0.3,0.05,0.02,0.0,0.0255,False
0.3,0.05,0.02,0.05,0.0191,False
0.3,0.05,0.02,0.1,0.1583,True
0.3,0.05,0.04,0.0,0.0502,True
0.3,0.05,0.04,0.05,0.0435,False
0.3,0.05,0.04,0.1,0.1729,True
0.3,0.05,0.06,0.05,0.0673,True
0.3,0.1,0.0,0.0,0.0028,False
0.3,0.1,0.0,0.05,0.0085,False
0.3,0.1,0.0,0.1,0.0187,False
0.3,0.1,0.0,0.15,0.1474,True
0.3,0.1,0.02,0.0,0.0255,False
0.3,0.1,0.02,0.05,0.0191,False
0.3,0.1,0.02,0.1,0.1583,True
0.3,0.1,0.04,0.0,0.0502,True
0.3,0.1,0.04,0.05,0.0435,False
0.3,0.1,0.04,0.1,0.1729,True
0.3,0.1,0.06,0.05,0.0673,True
0.3,0.15,0.0,0.0,0.0028,False
0.3,0.15,0.0,0.05,0.0085,False
0.3,0.15,0.0,0.1,0.0187,False
0.3,0.15,0.0,0.15,0.1474,True
0.3,0.15,0.02,0.0,0.0255,False
0.3,0.15,0.02,0.05,0.0191,False
0.3,0.15,0.02,0.1,0.1583,True
0.3,0.15,0.04,0.0,0.0502,True
0.3,0.15,0.04,0.05,0.0435,False
0.3,0.15,0.04,0.1,0.1729,True
0.3,0.2,0.0,0.0,0.0028,False
0.3,0.2,0.0,0.05,0.0085,False
0.3,0.2,0.0,0.1,0.0187,False
0.3,0.2,0.0,0.15,0.1474,True
0.3,0.2,0.02,0.0,0.0255,False
0.3,0.2,0.02,0.05,0.0191,False
0.3,0.2,0.02,0.1,0.1583,True
0.3,0.2,0.04,0.0,0.0502,True
0.3,0.2,0.04,0.05,0.0435,False
0.3,0.25,0.0,0.0,0.0028,False
0.3,0.25,0.0,0.05,0.0085,False
0.3,0.25,0.0,0.1,0.0187,False
0.3,0.25,0.0,0.15,0.1474,True
0.3,0.25,0.02,0.0,0.0255,False
0.3,0.25,0.02,0.05,0.0191,False
0.3,0.25,0.02,0.1,0.1583,True
0.3,0.25,0.04,0.0,0.0502,True
0.3,0.25,0.04,0.05,0.0435,False
0.3,0.25,0.06,0.05,0.0673,True
0.3,0.3,0.0,0.0,0.0028,False
0.3,0.3,0.0,0.05,0.0085,False
0.3,0.3,0.0,0.1,0.0187,False
0.3,0.3,0.0,0.15,0.1474,True
0.3,0.3,0.02,0.0,0.0255,False
0.3,0.3,0.02,0.05,0.0191,False
0.3,0.3,0.02,0.1,0.1583,True
0.3,0.3,0.04,0.0,0.0502,True
0.3,0.3,0.04,0.05,0.0435,False
0.3,0.35,0.0,0.0,0.0028,False
0.3,0.35,0.0,0.05,0.0085,False
0.3,0.35,0.0,0.1,0.0187,False
0.3,0.35,0.0,0.15,0.1474,True
0.3,0.35,0.02,0.0,0.0255,False
0.3,0.35,0.02,0.05,0.0191,False
0.3,0.35,0.02,0.1,0.1583,True
0.3,0.35,0.04,0.0,0.0502,True
0.3,0.35,0.04,0.05,0.0435,False
0.3,0.35,0.04,0.1,0.1729,True
0.3,0.35,0.06,0.05,0.0673,True
