variance,percentage,fxy,cxy,reward,done
0.3,0.0,0.0,0.0,0.0028,False
0.3,0.0,0.0,0.1,0.0187,False
0.3,0.0,0.0,0.2,0.3131,True
0.3,0.0,0.02,0.0,0.0255,False
0.3,0.0,0.02,0.1,0.1583,True
0.3,0.0,0.04,0.0,0.0502,True
0.3,0.1,0.0,0.0,0.0028,False
0.3,0.1,0.0,0.1,0.0187,False
0.3,0.1,0.0,0.2,0.3131,True
0.3,0.1,0.02,0.0,0.0255,False
0.3,0.1,0.02,0.1,0.1583,True
0.3,0.1,0.04,0.0,0.0502,True
0.3,0.2,0.0,0.0,0.0028,False
0.3,0.2,0.0,0.1,0.0187,False
0.3,0.2,0.0,0.2,0.3131,True
0.3,0.2,0.02,0.0,0.0255,False
0.3,0.2,0.02,0.1,0.1583,True
0.3,0.2,0.04,0.0,0.0502,True
0.3,0.3,0.0,0.0,0.0028,False
0.3,0.3,0.0,0.1,0.0187,False
0.3,0.3,0.0,0.2,0.3131,True
0.3,0.3,0.02,0.0,0.0255,False
0.3,0.3,0.02,0.1,0.1583,True
0.3,0.3,0.04,0.0,0.0502,True
0.3,0.4,0.0,0.0,0.0028,False
0.3,0.4,0.0,0.1,0.0187,False
0.3,0.4,0.0,0.2,0.3131,True
0.3,0.4,0.02,0.0,0.0255,False
0.3,0.4,0.02,0.1,0.1583,True
0.3,0.4,0.04,0.0,0.0502,True
0.3,0.5,0.0,0.0,0.0028,False
0.3,0.5,0.0,0.1,0.0187,False
0.3,0.5,0.0,0.2,0.3131,True
0.3,0.5,0.02,0.0,0.0255,False
0.3,0.5,0.02,0.1,0.1583,True
0.3,0.6,0.0,0.0,0.0028,False
0.3,0.6,0.0,0.1,0.0187,False
0.3,0.6,0.0,0.2,0.3131,True
0.3,0.6,0.02,0.0,0.0255,False
0.3,0.6,0.02,0.1,0.1583,True
0.3,0.7,0.0,0.0,0.0028,False
0.3,0.7,0.0,0.1,0.0187,False
0.3,0.7,0.02,0.0,0.0255,False
0.3,0.7,0.02,0.1,0.1583,True
0.3,0.8,0.0,0.0,0.0028,False
0.3,0.8,0.0,0.1,0.0187,False
0.3,0.8,0.02,0.1,0.1583,True
0.3,0.9,0.0,0.0,0.0028,False
0.3,0.9,0.0,0.1,0.0187,False
0.3,1.0,0.0,0.0,0.0028,False
0.3,1.0,0.0,0.1,0.0187,False
0.4,0.0,0.0,0.0,0.0028,False
0.4,0.0,0.0,0.1,0.0187,False
0.4,0.0,0.0,0.2,0.3131,True
0.4,0.0,0.02,0.0,0.0255,False
0.4,0.0,0.02,0.1,0.1583,True
0.4,0.0,0.04,0.0,0.0502,True
0.4,0.1,0.0,0.0,0.0028,False
0.4,0.1,0.0,0.1,0.0187,False
0.4,0.1,0.0,0.2,0.3131,True
0.4,0.1,0.02,0.0,0.0255,False
0.4,0.1,0.02,0.1,0.1583,True
0.4,0.1,0.04,0.0,0.0502,True
0.4,0.2,0.0,0.0,0.0028,False
0.4,0.2,0.0,0.1,0.0187,False
0.4,0.2,0.0,0.2,0.3131,True
0.4,0.2,0.02,0.0,0.0255,False
0.4,0.2,0.02,0.1,0.1583,True
0.4,0.2,0.04,0.0,0.0502,True
0.4,0.3,0.0,0.0,0.0028,False
0.4,0.3,0.0,0.1,0.0187,False
0.4,0.3,0.0,0.2,0.3131,True
0.4,0.3,0.02,0.0,0.0255,False
0.4,0.3,0.02,0.1,0.1583,True
0.4,0.3,0.04,0.0,0.0502,True
0.4,0.4,0.0,0.0,0.0028,False
0.4,0.4,0.0,0.1,0.0187,False
0.4,0.4,0.0,0.2,0.3131,True
0.4,0.4,0.02,0.0,0.0255,False
0.4,0.4,0.02,0.1,0.1583,True
0.4,0.5,0.0,0.0,0.0028,False
0.4,0.5,0.0,0.1,0.0187,False
0.4,0.5,0.0,0.2,0.3131,True
0.4,0.5,0.02,0.0,0.0255,False
0.4,0.5,0.02,0.1,0.1583,True
0.4,0.5,0.04,0.0,0.0502,True
0.4,0.6,0.0,0.0,0.0028,False
0.4,0.6,0.0,0.1,0.0187,False
0.4,0.6,0.0,0.2,0.3131,True
0.4,0.6,0.02,0.0,0.0255,False
0.4,0.6,0.02,0.1,0.1583,True
0.4,0.7,0.0,0.0,0.0028,False
0.4,0.7,0.0,0.1,0.0187,False
0.4,0.7,0.0,0.2,0.3131,True
0.4,0.7,0.02,0.0,0.0255,False
0.4,0.7,0.02,0.1,0.1583,True
0.4,0.7,0.04,0.0,0.0502,True
0.4,0.8,0.0,0.0,0.0028,False
0.4,0.8,0.0,0.1,0.0187,False
0.4,0.8,0.02,0.0,0.0255,False
0.4,0.8,0.02,0.1,0.1583,True
0.4,0.9,0.0,0.0,0.0028,False
0.4,0.9,0.0,0.1,0.0187,False
0.4,0.9,0.0,0.2,0.3131,True
0.4,0.9,0.02,0.0,0.0255,False
0.4,0.9,0.02,0.1,0.1583,True
0.4,1.0,0.0,0.0,0.0028,False
0.4,1.0,0.0,0.1,0.0187,False
0.4,1.0,0.02,0.1,0.1583,True
0.5,0.0,0.0,0.0,0.0028,False
0.5,0.0,0.0,0.1,0.0187,False
0.5,0.0,0.0,0.2,0.3131,True
0.5,0.0,0.02,0.0,0.0255,False
0.5,0.0,0.02,0.1,0.1583,True
0.5,0.0,0.04,0.0,0.0502,True
0.5,0.1,0.0,0.0,0.0028,False
0.5,0.1,0.0,0.1,0.0187,False
0.5,0.1,0.0,0.2,0.3131,True
0.5,0.1,0.02,0.0,0.0255,False
0.5,0.1,0.02,0.1,0.1583,True
0.5,0.1,0.04,0.0,0.0502,True
0.5,0.2,0.0,0.0,0.0028,False
0.5,0.2,0.0,0.1,0.0187,False
0.5,0.2,0.0,0.2,0.3131,True
0.5,0.2,0.02,0.0,0.0255,False
0.5,0.2,0.02,0.1,0.1583,True
0.5,0.2,0.04,0.0,0.0502,True
0.5,0.3,0.0,0.0,0.0028,False
0.5,0.3,0.0,0.1,0.0187,False
0.5,0.3,0.0,0.2,0.3131,True
0.5,0.3,0.02,0.0,0.0255,False
0.5,0.3,0.02,0.1,0.1583,True
0.5,0.4,0.0,0.0,0.0028,False
0.5,0.4,0.0,0.1,0.0187,False
0.5,0.4,0.0,0.2,0.3131,True
0.5,0.4,0.02,0.0,0.0255,False
0.5,0.4,0.02,0.1,0.1583,True
0.5,0.4,0.04,0.0,0.0502,True
0.5,0.5,0.0,0.0,0.0028,False
0.5,0.5,0.0,0.1,0.0187,False
0.5,0.5,0.0,0.2,0.3131,True
0.5,0.5,0.02,0.0,0.0255,False
0.5,0.5,0.02,0.1,0.1583,True
0.5,0.6,0.0,0.0,0.0028,False
0.5,0.6,0.0,0.1,0.0187,False
0.5,0.6,0.0,0.2,0.3131,True
0.5,0.6,0.02,0.0,0.0255,False
0.5,0.7,0.0,0.0,0.0028,False
0.5,0.7,0.0,0.1,0.0187,False
0.5,0.7,0.02,0.0,0.0255,False
0.5,0.7,0.02,0.1,0.1583,True
0.5,0.8,0.0,0.0,0.0028,False
0.5,0.8,0.0,0.1,0.0187,False
0.5,0.8,0.0,0.2,0.3131,True
0.5,0.8,0.02,0.0,0.0255,False
0.5,0.8,0.02,0.1,0.1583,True
0.5,0.9,0.0,0.0,0.0028,False
0.5,0.9,0.0,0.1,0.0187,False
0.5,0.9,0.0,0.2,0.3131,True
0.5,0.9,0.02,0.0,0.0255,False
0.5,0.9,0.02,0.1,0.1583,True
0.5,1.0,0.0,0.0,0.0028,False
0.5,1.0,0.0,0.1,0.0187,False
0.5,1.0,0.0,0.2,0.3131,True
0.5,1.0,0.02,0.1,0.1583,True
0.6,0.0,0.0,0.0,0.0028,False
0.6,0.0,0.0,0.1,0.0187,False
0.6,0.0,0.0,0.2,0.3131,True
0.6,0.0,0.02,0.0,0.0255,False
0.6,0.0,0.02,0.1,0.1583,True
0.6,0.0,0.04,0.0,0.0502,True
0.6,0.1,0.0,0.0,0.0028,False
0.6,0.1,0.0,0.1,0.0187,False
0.6,0.1,0.0,0.2,0.3131,True
0.6,0.1,0.02,0.0,0.0255,False
0.6,0.1,0.02,0.1,0.1583,True
0.6,0.2,0.0,0.0,0.0028,False
0.6,0.2,0.0,0.1,0.0187,False
0.6,0.2,0.0,0.2,0.3131,True
0.6,0.2,0.02,0.0,0.0255,False
