0,1,2,3,4,5,6,7,8,9
0.17752628591781172,0.1850490721708257,0.20552041253291842,0.22361609215073333,0.2937592250669689,0.29651740057894077,0.3220765330090983,0.36756224062108345,0.36071634863160956,0.408627519717813
0.17446604839959093,0.18306258143987766,0.20641476035772888,0.23067932033297844,0.30297453864034146,0.31060502206361623,0.33933586190193105,0.3833309538125583,0.375643693523457,0.4250377222345132
0.17032997152233686,0.1770104264665203,0.19533287375305908,0.2107305911571148,0.2767177800920924,0.2780717577491786,0.3020700925221438,0.34603161882979067,0.339585618736979,0.38510081542259783
0.16024608293877038,0.16842426401038382,0.19067390892289007,0.21341225217379423,0.28316785811819833,0.29006545443190307,0.31779003472886586,0.36045361333614534,0.3530355722538377,0.40056937185814084
0.16563715531867043,0.1714568058101352,0.18758771866636448,0.20026229642264812,0.2618156361573818,0.26183283077829245,0.28425832509783916,0.3265932918800479,0.3205277612277782,0.3635985577820608
0.1478365031125531,0.155576797081755,0.1766947720258001,0.1979821817981572,0.2651362172561442,0.2713946461235058,0.29816280724423366,0.3394439640204277,0.3323084452423118,0.3779575394033668
0.14225631578020512,0.14977192888954177,0.17031652679275175,0.19095015646567215,0.2567867960720099,0.2627298783847271,0.2889915843800772,0.32960167418819886,0.32259730367275913,0.3673203174142574
0.1622632173701187,0.1668354688978044,0.17976813475617773,0.1886812543405396,0.24325204699848288,0.2414104451653286,0.2614630390235259,0.3011568417949713,0.2956791801308329,0.3349863503449008
0.16189080683721427,0.16607302012473513,0.17801206773708778,0.18576955893019634,0.2379650065023695,0.23557633233672917,0.2548553729531125,0.2936263236405368,0.28832114425152605,0.3263700816743152
0.12773118891588867,0.13455888439030542,0.15337102564617883,0.17187761405623325,0.2336777442374557,0.23876814584699116,0.26357974200188256,0.30208186373008084,0.29544271005838035,0.33740526667115084
0.17391105097001636,0.17848033445470027,0.1909161899498921,0.20083928863747688,0.24982776543887783,0.24813930229603098,0.2684061820759806,0.3057658729041543,0.30024222059142375,0.3387907569346939
0.1623578439155079,0.16547646508408728,0.17460958344828423,0.1792516912696247,0.2243248415475244,0.22047519951377126,0.23745551855821048,0.27334550321821405,0.2686256358704815,0.3028890607071804
0.1703225007146281,0.1746176726241596,0.18640084508929175,0.19580218799525007,0.24239287642399873,0.24069888170479,0.26032890740607656,0.29610364651418686,0.29073975018927184,0.32756647486455126
0.16361129912168768,0.16611770190757968,0.17361791930890455,0.176492558711817,0.21691114266035263,0.21218578566545168,0.2276526552849186,0.26152136259503217,0.2571870567245611,0.28890837482265946
0.10951759143716515,0.11520128325053947,0.1311742302973514,0.1465331995372395,0.20147658521298628,0.20537045679115504,0.22781607168136506,0.2626931606750706,0.2566822176976185,0.2941065380021533
0.1653470023216994,0.1673186889276175,0.17337342394862998,0.1747241384821807,0.21063440754802576,0.20521864482495267,0.21920767706571065,0.2509971525511679,0.24702858126852742,0.2762211694460239
0.16634206080655747,0.1680741589515675,0.17347468431499338,0.17416194593785672,0.20789068781646494,0.20211807912507274,0.21538512112930763,0.2461149530687884,0.2423284809612188,0.2702553882063607
0.16739961149834495,0.1689096594393965,0.17369987765019324,0.17377458878874974,0.20537724484638234,0.1993222355962332,0.21189234247034416,0.24155396493404502,0.2379462770667473,0.2646166373487671
0.09886551639851186,0.10368935899291065,0.11752639617982834,0.1306101000234351,0.18003041701204356,0.18311072634980863,0.20360661552798387,0.23553551760443417,0.23007094356347224,0.2639224803390427
0.09660566980952519,0.10122692546544199,0.11455655743733127,0.12711887889465073,0.17516319728142457,0.1780629137153299,0.1980859009362365,0.2292682183427113,0.22393074570512725,0.2568978025090958
0.15841623921447365,0.16168146162741937,0.1708900865760777,0.1782100025946274,0.21520644661790633,0.21330326587401083,0.23006057373729769,0.2594994549217313,0.25491262976968826,0.28481636325046344
0.09247592645139098,0.09670931414020094,0.10905985850556237,0.12065666355621311,0.16595924062350767,0.16853083968316943,0.18758730513512964,0.21726869740707633,0.21218557051205597,0.2433954456440449
0.156003342325566,0.1590288175069409,0.16763015730208775,0.17444636050765217,0.20906343620967247,0.20710340913324624,0.22306836411611233,0.250898879293109,0.2465449884065595,0.27471884228611554
0.08879336027376113,0.09266322485933316,0.10408408027029718,0.11472230648523306,0.1573037427166771,0.15955842997575537,0.17766168321288386,0.20582777090974538,0.20093672130359577,0.2304016644168727
0.17566617996151165,0.1760422197936812,0.17763667224951588,0.1747942790606919,0.1933174347025017,0.18607028584951846,0.19411254338065365,0.2161865653908707,0.2137339095097129,0.2318624772727802
0.1768913694266195,0.17715567848905692,0.17842456428863515,0.17534256143756352,0.1922698749100116,0.18494433499019092,0.19239904806420172,0.21338604187027552,0.21112778601022328,0.22810577330572065
0.08395186032532749,0.08732322303436735,0.09744292113441033,0.10679780310971614,0.1453417971138871,0.14715683691177003,0.16381367595127613,0.18971002040681276,0.1852335479447035,0.21211096817139893
0.15081666739872054,0.1532759737473046,0.16041646802924014,0.1660238506731769,0.19477363780854715,0.19267092735832272,0.20656817704360222,0.23036729060622751,0.22657336611433268,0.2504103605604376
0.1805574653391596,0.18054635354182813,0.18096948756757433,0.17729973312759717,0.18987212896849037,0.18250881460607152,0.18831460720559565,0.20612019711287136,0.20424637299723117,0.21784841343972208
0.18177153191722908,0.1816865868581193,0.18188410790124307,0.1780879262678161,0.1893556242392421,0.18202635760131872,0.18735337788361264,0.20412496607670816,0.2024737507899991,0.21500817575308687
0.07849603993964673,0.08128691143952549,0.08983733766297759,0.09766851407349626,0.1309293750197856,0.13221610630682865,0.14693368164987305,0.1697578304716031,0.16584231943021474,0.18930258244170017
0.14742727650775392,0.14946898203549827,0.15550231054652694,0.16014939665437064,0.18432609300898947,0.1821271884024327,0.19425256649383535,0.21481394247939958,0.21146230449822248,0.23184236338213937
0.07611542775291899,0.07864892340020209,0.08647859685871108,0.0936174574175333,0.12428383841874065,0.12532777924068908,0.13907048819159137,0.16037517990522296,0.15667356982500505,0.17845123035871638
0.18680137608512726,0.18644339300606863,0.18596536239897685,0.1819275587846569,0.18867590584619862,0.18166088137610256,0.18519516445024486,0.1980099521942741,0.19684921647841966,0.2053675458150508
0.1452634140960436,0.1470129938880429,0.15225369417975806,0.15622527133723055,0.17708085043152447,0.17484441243993845,0.18564898268987604,0.20375383897720667,0.20081522756552936,0.21861867460851148
0.07291833920065068,0.07510119809259219,0.0819177398978886,0.08814532188995461,0.11498832742966203,0.11570544372468948,0.12797887492726187,0.1469048901993901,0.1435287665959555,0.1627882256295002
0.19036959439056675,0.18991127827901452,0.1890939834400477,0.18508136788334958,0.189142199087686,0.18255750461626963,0.1849450151322711,0.19504260244597219,0.1942037712605985,0.2000796367723361
0.07102089772689629,0.07299024532227093,0.07916980788007454,0.08480961581082445,0.10913394751386751,0.10962671513445409,0.1208928568549057,0.13832203189136946,0.13527859753209415,0.15287006416309126
0.07014094990598131,0.07200871336107253,0.077879506523216,0.08315841305317194,0.10624209239951359,0.10663724144678327,0.1174300664546986,0.13402040018156455,0.13111010872157372,0.14787292984977365
0.06930707870455215,0.07107630230917432,0.07664401173378466,0.08168284552617404,0.10353501578022162,0.10380477145056251,0.11407840942030745,0.1298873941450923,0.12702945223171044,0.142966933929304
0.06851985936136494,0.07019328873398299,0.07546302268482276,0.08027597275613695,0.10090151568622296,0.101121541833512,0.11091978055314848,0.1259388208765609,0.12327529384038877,0.13838470857844914
0.19624398402671006,0.19572392180614698,0.1946228227805462,0.19095122836223988,0.19178649705722164,0.18619339130303872,0.1871640619145902,0.1933820672828511,0.1929849101662934,0.195320335161927
0.06708911227253708,0.06857802746222814,0.07326494246831644,0.07748712816551184,0.09569755775027529,0.09573447055402455,0.10450585392411538,0.11805242875332457,0.11558921782729271,0.12905218441028352
