result,fx,fy,cx,cy
0.014715486261189953,1739.13,1739.13,1142.4000000000008,642.6000000000005
0.015492125345600955,1739.13,1739.13,1152.0000000000007,648.0000000000003
0.017354878775770816,1739.13,1739.13,1161.6000000000008,653.4000000000004
0.017034634866134952,1739.13,1739.13,1171.2000000000007,658.8000000000003
0.017791563578884926,1739.13,1739.13,1180.8000000000009,664.2000000000005
0.019400334678452372,1739.13,1739.13,1190.4000000000005,669.6000000000004
0.020509649832327687,1739.13,1739.13,1200.000000000001,675.0000000000005
0.021095068175171202,1739.13,1739.13,1209.6000000000006,680.4000000000003
0.02080600804716682,1739.13,1739.13,1219.200000000001,685.8000000000005
0.021440326013907416,1739.13,1739.13,1228.8000000000006,691.2000000000004
0.022389603989329886,1739.13,1739.13,1238.400000000001,696.6000000000005
