view_pair,residuals,rmse,a_R,b_R,a_t,b_t,distance
0 1,0.009364325,0.0158298,"[[ 9.99999249e-01 -1.22564617e-03  4.67942954e-06]
 [ 1.22564546e-03  9.99999238e-01  1.47615335e-04]
 [-4.86035015e-06 -1.47609489e-04  9.99999989e-01]]","[[ 9.99999861e-01  1.70149303e-04  4.99228208e-04]
 [-1.70632148e-04  9.99999518e-01  9.67301400e-04]
 [-4.99063381e-04 -9.67386449e-04  9.99999408e-01]]",[-0.00033531 -0.00114972  0.00064499],[-0.00045289 -0.01125026  0.00236339],0.9619251256514946
1 2,0.01135465,0.021478,"[[ 9.99999922e-01  4.84555403e-05 -3.93246883e-04]
 [-4.83133454e-05  9.99999933e-01  3.61593463e-04]
 [ 3.93264378e-04 -3.61574436e-04  9.99999857e-01]]","[[ 9.99999498e-01  9.01805621e-04 -4.37231768e-04]
 [-9.01821988e-04  9.99999593e-01 -3.72375868e-05]
 [ 4.37198008e-04  3.76318733e-05  9.99999904e-01]]",[-3.14461434e-05  5.00561623e-04 -6.37000660e-04],[-3.94721370e-05 -1.13066590e-02  2.27947302e-04],1.0291739709421532
2 3,0.0116749,0.0170063,"[[ 0.99998917 -0.00436221 -0.00162293]
 [ 0.00436053  0.99998995 -0.00103896]
 [ 0.00162745  0.00103187  0.99999814]]","[[ 9.99990090e-01 -2.81890863e-03 -3.44569519e-03]
 [ 2.81630076e-03  9.99995744e-01 -7.61466931e-04]
 [ 3.44782703e-03  7.51755271e-04  9.99993774e-01]]",[-1.87756168e-03 -4.52563836e-03  4.27561200e-05],[-0.0033728  -0.01340191 -0.00090138],0.8495160015591329
3 4,0.014810199999999999,0.0234946,"[[ 9.99999457e-01 -9.31996312e-04 -4.65283863e-04]
 [ 9.32093705e-04  9.99999544e-01  2.09148005e-04]
 [ 4.65088726e-04 -2.09581580e-04  9.99999870e-01]]","[[ 9.99999793e-01  2.34927582e-05 -6.42388575e-04]
 [-2.33524880e-05  9.99999976e-01  2.18363948e-04]
 [ 6.42393689e-04 -2.18348901e-04  9.99999770e-01]]",[-0.00042944 -0.00064701 -0.0002998 ],[ 0.00017823 -0.01158776  0.00068238],0.9958928188918499
4 5,0.013692349999999999,0.0217849,"[[ 9.99996552e-01 -2.62422216e-03  9.74682281e-05]
 [ 2.62424829e-03  9.99996520e-01 -2.68960529e-04]
 [-9.67620768e-05  2.69215383e-04  9.99999959e-01]]","[[ 9.99999279e-01 -1.18809763e-03  1.74509851e-04]
 [ 1.18797461e-03  9.99999047e-01  7.03391683e-04]
 [-1.75345382e-04 -7.03183863e-04  9.99999737e-01]]",[-0.00028362 -0.00290289  0.00112954],[-4.57059802e-06 -1.22618337e-02  2.68416363e-03],0.9279857618185949
5 6,0.01002225,0.0170453,"[[ 9.99999886e-01 -4.71240106e-04 -7.03851570e-05]
 [ 4.71240129e-04  9.99999889e-01  3.18016566e-07]
 [ 7.03849993e-05 -3.51184840e-07  9.99999998e-01]]","[[ 9.99999675e-01  7.95151958e-04 -1.36511824e-04]
 [-7.95163260e-04  9.99999680e-01 -8.27611789e-05]
 [ 1.36445973e-04  8.28697011e-05  9.99999987e-01]]",[-1.06188141e-04 -4.76172553e-04  4.24070142e-05],[ 0.00056676 -0.01167602  0.00128282],0.982766008684216
6 7,0.008902924999999999,0.0169156,"[[ 9.99996107e-01 -2.77115177e-03 -3.25621371e-04]
 [ 2.77121890e-03  9.99996139e-01  2.05897242e-04]
 [ 3.25049542e-04 -2.06798808e-04  9.99999926e-01]]","[[ 9.99999268e-01 -9.73270566e-04 -7.19521769e-04]
 [ 9.73490053e-04  9.99999480e-01  3.04758884e-04]
 [ 7.19224782e-04 -3.05459108e-04  9.99999695e-01]]",[-0.00084689 -0.00264366  0.00097068],[-0.00101109 -0.01322861  0.00178965],0.9148559636478086
7 8,0.01302465,0.0217173,"[[ 9.99995506e-01 -2.99383397e-03 -1.61025465e-04]
 [ 2.99372813e-03  9.99995305e-01 -6.53523204e-04]
 [ 1.62981249e-04  6.53038200e-04  9.99999773e-01]]","[[ 9.99996469e-01 -2.53061246e-03 -8.11327831e-04]
 [ 2.52990378e-03  9.99996418e-01 -8.73321754e-04]
 [ 8.13534964e-04  8.71266089e-04  9.99999290e-01]]",[-0.00051093 -0.00323559  0.0003325 ],[-0.00163897 -0.01334442  0.00026719],0.9329559815512973
8 9,0.008711095,0.0146509,"[[ 9.99999730e-01  7.34019312e-04  4.41851397e-05]
 [-7.34019155e-04  9.99999731e-01 -3.55367459e-06]
 [-4.41877363e-05  3.52124089e-06  9.99999999e-01]]","[[ 9.99997658e-01  2.07977731e-03 -5.98142689e-04]
 [-2.07964762e-03  9.99997814e-01  2.17361284e-04]
 [ 5.98593445e-04 -2.16116849e-04  9.99999797e-01]]",[ 0.00020379  0.00079054 -0.00024976],[ 0.00039051 -0.01035549  0.00021675],1.0004077420385389
